Language	Dialects
kagu1239	mang1389
kagu1239	tumb1248
kaib1244	hatu1245
kaib1244	nucl1530
kaid1239	bola1251
kaid1239	kaid1240
kaim1241	kamb1301
kaim1241	lant1240
kain1272	cent2143
kain1272	para1314
kain1272	sout2997
kain1272	sout2998
kair1265	kair1266
kair1265	midi1237
kaiw1246	kaiw1247
kaiw1246	temb1275
kaiw1246	teui1238
kaka1264	budo1240
kaka1264	gban1262
kaka1267	nort2849
kaka1267	sout2872
kako1242	bera1260
kako1242	bese1241
kako1242	mbon1251
kako1242	ngba1289
kala1372	nort2663
kala1372	sout2669
kala1373	dash1238
kala1373	kala1374
kala1373	lamu1252
kala1373	rajk1238
kala1373	thal1242
kala1373	ushu1238
kala1377	kala1378
kala1383	kaso1238
kala1383	logr1238
kala1384	ikal1242
kala1384	lili1247
kala1384	nyai1238
kala1384	peri1257
kala1384	tala1281
kala1388	isam1242
kala1388	lact1237
kala1388	piso1238
kala1388	tumu1243
kali1308	kali1309
kali1308	pend1243
kalm1243	alas1256
kalm1243	alta1279
kalm1243	alta1280
kalm1243	bayi1240
kalm1243	buza1239
kalm1243	damb1251
kalm1243	deed1234
kalm1243	dorb1242
kalm1243	jung1241
kalm1243	kalm1244
kalm1243	khos1234
kalm1243	khot1255
kalm1243	khow1243
kalm1243	ming1257
kalm1243	oira1262
kalm1243	oren1239
kalm1243	sart1247
kalm1243	torg1245
kalm1243	ural1276
kalm1243	zakh1248
kalu1247	bone1253
kalu1247	kara1492
kalu1247	mabl1237
kalu1247	mang1411
kalu1248	kuge1238
kalu1248	nucl1582
kalu1248	olog1242
kalu1248	walu1242
kama1351	kama1378
kama1351	samo1299
kama1363	nort2881
kama1363	sout2910
kama1365	kama1366
kama1365	lemb1265
kama1365	nucl1583
kama1365	sibo1242
kama1365	tiay1238
kama1365	wata1250
kama1367	ghin1238
kama1367	hagi1238
kama1367	segi1238
kamb1297	masa1295
kamb1297	mumo1239
kamb1297	nort2798
kamb1297	sout2814
kamb1299	kana1287
kamb1299	lewa1240
kamb1299	mang1406
kamb1299	melo1243
kamb1299	nucl1521
kamb1299	sout2885
kamb1299	umar1237
kamb1316	qebe1239
kamb1316	tamb1268
kamb1316	timb1262
kamo1255	nane1239
kamo1255	tary1239
kamo1255	yamu1239
kamv1242	nucl1277
kamv1242	shek1242
kana1281	kana1282
kana1281	tirh1244
kana1281	tran1281
kana1291	cuti1242
kana1291	katu1276
kana1291	tsho1239
kane1243	kark1257
kane1243	mand1438
kane1243	ngur1265
kang1280	hami1240
kang1280	pala1332
kang1286	bomo1238
kang1286	uele1238
kang1288	abus1238
kang1288	chir1285
kang1288	kron1244
kang1288	kufa1238
kang1288	nucl1436
kani1277	kani1278
kani1277	nind1241
kanj1259	kuch1246
kank1243	baku1262
kank1243	guin1257
kank1243	kapa1253
kank1243	mank1255
kapi1250	gara1260
kapi1250	nucl1514
kapp1237	alii1241
kapp1237	yaka1276
kapr1245	kara1493
kapr1245	nucl1587
kara1462	dukh1234
kara1462	soyo1234
kara1462	todj1234
kara1462	tofa1248
kara1462	tuha1234
kara1464	east2335
kara1464	gali1260
kara1464	luts1234
kara1464	nort2691
kara1464	sout3266
kara1464	west2883
kara1465	balk1253
kara1465	kara1466
kara1467	nort2694
kara1467	sout2703
kara1474	anch1238
kara1474	toki1238
kara1476	naja1241
kara1476	nang1258
kara1476	nawu1241
kara1478	mber1254
kara1478	ngom1264
kara1478	nucl1359
kara1478	sakp1238
kara1483	dodo1240
kara1483	jiee1239
kara1483	nucl1430
kara1484	bakh1247
kara1484	kash1279
kara1484	koni1260
kara1484	nucl1442
kara1486	east2453
kara1486	laua1244
kara1486	lubu1242
kara1486	ngav1237
kara1486	west2524
kara1500	java1255
karb1241	chin1477
karb1241	mirl1238
karb1241	rong1265
kare1335	nort2673
kare1335	novg1240
kare1335	sout2676
kare1335	tver1240
kare1338	kari1305
kare1338	tale1239
kare1348	birk1246
kare1348	jala1241
kare1348	kwar1243
kari1255	dzub1235
kari1255	kamu1237
kari1255	kipe1239
kari1255	sabu1246
kark1258	auia1238
kark1258	nort2936
kark1258	usar1244
karo1305	karo1306
kase1253	east2396
kase1253	fere1246
kase1253	lela1244
kase1253	nucl1368
kase1253	nunu1249
kase1253	west2463
kash1274	kash1275
kash1274	slov1270
kash1277	baka1270
kash1277	bunj1244
kash1277	kish1245
kash1277	mira1252
kash1277	pogu1238
kash1277	ramb1240
kash1277	rias1235
kash1277	shah1256
kash1277	sira1263
kash1277	sira1264
kash1277	stan1304
kash1277	zayo1238
kash1277	zira1238
katc1249	damb1245
katc1249	kadu1257
katc1249	katc1250
katc1249	miri1267
katc1249	tumm1238
kate1253	mago1249
kate1253	pare1270
kate1253	wamo1241
kate1253	wana1271
kate1253	wemo1239
kati1270	east2308
kati1270	mumv1239
kati1270	west2372
katk1238	cent1984
katk1238	nort2661
katk1238	sout2667
katl1237	bomb1239
katl1237	karo1251
katl1237	kate1235
katl1237	kidd1235
katl1237	kirk1236
katl1237	kold1235
kaul1240	east2457
kaul1240	nucl1508
kava1241	kare1340
kaxu1237	cunu1237
kaxu1237	decu1237
kaxu1237	ihur1237
kaxu1237	pawi1238
kaya1325	kaya1326
kaya1325	umal1240
kaya1330	kara1501
kaya1330	kaya1331
kaya1330	xikr1238
kaye1241	leli1237
kaye1241	luma1237
kaye1241	nucl1527
kaza1248	nort2695
kaza1248	sout2704
kaza1248	west2404
keap1239	arom1238
keap1239	baba1270
keap1239	kalo1259
keap1239	kapa1252
keap1239	lala1267
keap1239	maop1237
keap1239	nucl1505
keap1239	wani1242
keig1242	demi1241
keig1242	nucl1435
keii1239	keib1237
keii1239	keik1237
keii1239	taam1237
keii1239	tani1256
keii1239	taya1252
kela1258	bari1288
kela1258	brun1244
kela1258	lepu1240
kela1258	libb1237
kela1258	lonb1237
kele1257	bubi1239
kele1257	west2479
kele1259	bayn1237
kele1259	yatu1237
keli1248	didi1255
keli1248	dogo1296
keli1248	east2417
keli1248	west2490
kelo1246	beni1241
kelo1246	nucl1342
kelo1247	gend1248
kelo1247	hale1239
kelo1247	pang1294
kelo1247	prob1239
kema1243	nogo1237
kema1243	nucl1540
kemb1235	bara1347
kemb1235	weri1246
kend1253	fara1237
kend1253	yaal1238
kend1254	amba1264
kend1254	nucl1461
keng1240	bana1284
keng1240	bana1285
keng1240	bidj1247
keng1240	bolo1265
keng1240	ceng1238
keni1249	ambu1245
keni1249	dusu1272
keni1249	naba1255
kens1248	ijoh1239
kens1248	jaru1253
kens1248	jehe1240
kens1248	keda1249
kens1248	kens1249
kens1248	kens1250
kens1248	kent1255
kens1248	plus1242
kens1248	ulus1242
kenu1236	dong1288
kenu1236	kenu1243
keny1279	bako1251
keny1279	lowe1405
keny1279	uppe1419
keor1235	ahea1235
kera1255	nyim1250
kere1280	khat1250
kere1280	main1271
kere1280	majn1234
kere1280	xaty1241
kere1286	giba1247
keri1250	akit1239
keri1250	mama1273
keri1250	sake1248
keri1250	tala1283
keri1250	uluu1246
kete1254	bime1239
kete1254	okba1239
kete1254	omba1242
kete1254	onya1238
kgal1244	bala1304
kgal1244	keny1277
kgal1244	khak1249
kgal1244	koma1269
kgal1244	ngol1245
kgal1244	nucl1377
kgal1244	phal1259
kgal1244	rhit1238
kgal1244	shag1239
kgal1244	siwa1244
khak1248	belt1239
khak1248	kach1278
khak1248	kama1354
khak1248	kyzy1244
khak1248	saga1260
kham1282	east2344
kham1282	jone1238
kham1282	nort2707
kham1282	sout2714
kham1282	west2413
kham1290	assa1265
kham1290	nort2738
kham1290	sink1243
khan1272	dang1259
khan1272	kota1271
khan1272	kunb1248
khan1272	nucl1283
khan1272	rang1264
khan1273	bere1252
khan1273	midd1353
khan1273	nort2672
khan1273	sury1234
khan1274	khan1275
khan1274	khan1276
khan1278	babb1238
khan1278	boue1238
khan1278	kenk1238
khan1278	nork1238
khan1278	nyok1242
khan1278	yegh1238
khar1287	dhel1238
khar1287	dudh1239
khar1287	mird1238
khas1269	bhoi1239
khas1269	cher1270
khas1269	khyn1238
khas1269	nucl1293
kheh1237	buch1237
kheh1237	dreh1238
kheh1237	leve1237
khen1241	lowe1399
khen1241	midd1326
khen1241	uppe1410
khmu1256	hatt1237
khmu1256	khro1239
khmu1256	luan1256
khmu1256	lyyy1238
khmu1256	rokk1238
khmu1256	saya1243
khmu1256	uuuu1242
khmu1256	yuan1241
khol1240	kuns1242
khor1269	nort2689
khor1269	sout2698
khor1269	west2403
khow1242	east2321
khow1242	nort2664
khow1242	sout2670
khow1242	swat1242
khum1248	kami1254
khum1248	kham1284
khum1248	khim1238
khum1248	khum1249
khum1248	khun1258
khum1248	khwe1238
khum1248	kumi1246
khum1248	ngal1290
khum1248	yind1246
khva1239	inxo1238
khva1239	xvar1237
kibe1241	dage1243
kibe1241	murr1262
kibe1241	nucl1439
kibi1239	aird1238
kibi1239	poro1255
kika1239	onot1238
kiku1240	gich1238
kiku1240	math1238
kiku1240	ndia1238
kiku1240	nort2797
kiku1240	sout2813
kili1267	kita1250
kili1267	sina1267
kili1267	vaku1237
kilm1241	east2532
kilm1241	west2613
kima1244	pita1246
kima1244	sand1276
kima1244	sons1244
kima1244	tand1257
kimb1241	mbak1242
kimb1241	mbam1248
kimb1241	ngol1246
kimb1241	njin1241
kimm1245	daoh1238
kimm1245	daoq1238
kimm1246	gara1263
kimm1246	gere1238
kimm1246	kolo1263
kimm1246	koso1244
kimr1241	buru1318
kimr1241	kimr1242
kimr1241	tchi1253
kina1250	anin1241
kina1250	guim1241
kina1250	hamt1248
kina1250	lamb1274
kina1250	miag1237
kina1250	pand1266
kina1250	poto1251
kiny1244	bufu1238
kiny1244	bwis1241
kiny1244	hutu1238
kiny1244	igik1238
kiny1244	mule1238
kiny1244	rufu1238
kiny1244	rutw1238
kiok1239	kamb1300
kiok1239	nucl1574
kipu1237	lemi1242
kipu1237	long1415
kipu1237	long1416
kirg1245	nort2693
kirg1245	sout2702
kiri1256	faia1238
kiri1256	nucl1599
kirm1248	tunc1238
kirm1248	vart1238
kist1241	dobi1240
kist1241	sodd1242
kita1249	fula1270
kitu1246	east2406
kitu1246	ikel1238
kitu1246	west2474
klao1243	cent2039
klao1243	east2413
klao1243	west2486
klao1243	west2487
koal1240	ngem1256
koal1240	ngin1245
koal1240	ngir1247
koal1240	ngun1273
koal1240	nguq1238
koba1240	sout2887
koch1247	dhan1266
koch1247	maho1247
koch1247	mora1271
koch1247	mora1272
koch1247	sapt1238
koch1247	sarl1242
koch1247	sira1261
koch1247	suns1241
koch1247	uday1238
koch1250	bana1283
koch1250	hari1248
koch1250	satp1242
koch1250	tint1241
koch1250	wana1265
kodi1247	kodi1248
kodi1247	kodi1249
kodi1247	ngga1239
kofy1242	bwol1240
kofy1242	dimm1243
kofy1242	gwor1239
kofy1242	jipa1239
kofy1242	kwag1238
kofy1242	mirr1240
kofy1242	nucl1698
kohi1248	jalk1241
kohi1248	kola1284
kohi1248	pala1333
koho1244	chil1279
koho1244	kalo1257
koho1244	kodu1239
koho1244	lacc1239
koho1244	laya1252
koho1244	nopp1240
koho1244	pruu1239
koho1244	rion1244
koho1244	sopp1245
koho1244	sree1244
koho1244	tala1278
koho1244	trin1270
koii1238	behe1240
koii1238	sung1268
koit1244	east2517
koit1244	west2601
kokb1239	debb1238
kokb1239	hala1254
kokb1239	jama1260
kokb1239	noat1238
koko1265	kasu1243
koko1265	negr1235
koko1265	taro1259
kolc1235	bike1241
kolc1235	bike1242
kolc1235	koln1238
kolc1235	kols1242
kolp1236	koll1254
kolp1236	suii1244
kols1241	oche1235
koma1266	bang1340
koma1266	gomm1238
koma1266	gomn1238
koma1266	koma1267
koma1266	leel1241
koma1266	liuu1238
koma1266	nder1244
koma1266	nucl1354
koma1266	yeru1241
koma1266	zanu1238
komb1272	nort2905
komb1272	sout2931
komb1272	west2578
komb1273	bord1246
komb1273	cent2112
komb1273	east2508
komb1273	west2590
komb1273	west2591
komb1274	cent2119
komb1274	taya1254
komc1235	mbiz1238
komi1269	nort2244
komi1269	sout2463
komi1269	zyud1238
komi1270	kolh1240
komo1258	beil1238
komo1258	chal1268
komo1258	koma1255
komo1258	koma1265
kond1295	kubi1237
kond1295	nucl1306
konk1267	agar1250
konk1267	bhan1240
konk1267	dhan1268
konk1267	ghat1238
konk1267	karh1238
konk1267	kiri1253
konk1267	koli1252
konk1267	maha1290
konk1267	para1288
konk1267	sang1319
konk1267	thak1243
konk1269	lich1242
konk1269	ligb1243
konk1269	liko1247
konk1269	limo1247
konk1269	lina1244
kono1268	cent2048
kono1268	nort2821
kono1269	lake1254
kono1269	nucl1491
kony1248	angp1238
kony1248	chan1315
kony1248	chen1256
kony1248	chin1479
kony1248	chin1480
kony1248	choh1239
kony1248	gele1238
kony1248	hopa1238
kony1248	jakp1238
kony1248	kong1284
kony1248	long1378
kony1248	long1379
kony1248	long1380
kony1248	long1381
kony1248	mohu1238
kony1248	monn1253
kony1248	mulu1242
kony1248	ngan1293
kony1248	sang1322
kony1248	sham1276
kony1248	shan1275
kony1248	shen1248
kony1248	shun1238
kony1248	sima1257
kony1248	sowa1243
kony1248	tabl1242
kony1248	tabu1242
kony1248	tamk1238
kony1248	tang1338
kony1248	tobu1238
kony1248	tola1246
kony1248	toto1303
konz1239	ruko1238
konz1239	sanz1246
koon1244	bwen1238
koon1244	cent2032
koon1244	east2405
koon1244	mbok1242
koon1244	ndin1244
koon1244	nzam1238
koon1244	sout2809
koon1244	sout2810
koon1244	west2473
koon1245	badw1238
koon1245	nzim1239
kooo1244	kauu1239
kooo1244	nyar1248
kopk1238	maru1250
kopk1238	toku1244
kora1294	kora1295
kore1280	chej1238
kore1280	chol1278
kore1280	chun1247
kore1280	hamg1238
kore1280	hwan1238
kore1280	kyon1247
kore1280	pyon1239
kore1280	seou1239
kork1243	bond1244
kork1243	bour1248
kork1243	mawa1263
kork1243	ruma1249
koro1298	east2392
koro1298	west2459
koro1308	koro1318
koro1308	olra1234
koro1313	koia1262
koro1313	nucl1635
korr1238	ande1246
korr1238	mudu1240
korr1238	onti1237
korr1238	tapp1239
koru1245	dagi1242
koru1245	deib1238
koru1245	koru1246
koru1245	sela1261
koru1245	sisi1248
korw1242	majh1254
kory1246	apok1238
kory1246	cavc1238
kory1246	itka1238
kory1246	kame1251
kory1246	pare1268
kosa1249	gili1242
kosa1249	kosa1250
kosa1249	tipl1238
kosr1238	lelu1237
kosr1238	male1285
kota1263	koba1239
koti1238	ekot1239
koti1238	enat1238
kowi1239	adij1237
kowi1239	kero1244
kowi1239	nama1269
kowi1239	waik1244
koya1251	dorl1237
koya1251	jaga1245
koya1251	mala1469
koya1251	podi1238
koya1253	nigb1238
koya1253	nucl1446
koya1253	saga1263
koya1253	siak1238
koyr1240	djen1242
koyr1240	koyr1241
kpan1246	apaa1238
kpan1246	biss1247
kpan1246	dong1291
kpan1246	ereg1239
kpan1246	kent1256
kpan1246	kumb1270
kpan1246	taku1255
kron1241	fama1238
kryt1240	alyk1238
kryt1240	dzhe1238
kryt1240	kryz1238
kryt1240	xapu1238
kryt1240	yerg1243
kuan1248	kaba1283
kuan1248	kini1237
kuan1248	koko1268
kuan1248	livu1239
kuan1248	masa1304
kuan1248	matu1260
kuan1248	nodu1236
kuan1248	raku1237
kuan1248	ralu1237
kuan1248	rapi1237
kuan1248	reba1237
kuan1248	vanu1244
kuan1248	vuna1240
kuan1248	wato1237
kube1244	kuru1308
kube1244	tobo1251
kube1244	yoan1239
kubu1239	baja1258
kubu1239	dawa1241
kubu1239	djam1258
kubu1239	lala1266
kubu1239	noma1261
kubu1239	rida1239
kubu1239	supa1246
kubu1239	tung1288
kubu1239	tung1289
kubu1239	ulul1241
kudu1241	camo1250
kudu1241	kudu1242
kuii1252	gums1237
kuii1252	khon1247
kuii1253	batu1261
kuii1253	kira1248
kuii1253	kuii1254
kuke1242	itee1238
kuke1242	mtez1238
kuke1242	ugba1238
kuku1273	kuku1274
kuku1273	kuku1275
kula1280	arum1243
kula1280	iram1238
kula1280	kula1281
kula1280	kula1282
kula1280	lare1250
kula1280	nucl1584
kula1280	suma1268
kula1280	wate1238
kule1247	kamw1240
kule1247	rich1238
kule1247	toff1238
kulf1238	kurm1244
kulf1238	sooo1255
kull1236	inne1243
kull1236	kllu1238
kulu1253	chha1251
kulu1253	kham1288
kulu1253	maha1294
kulu1253	naml1238
kulu1253	pelm1238
kulu1253	pidi1240
kulu1253	sota1241
kulu1253	tama1327
kuma1273	cent1978
kuma1273	nort2651
kuma1273	sout2652
kuma1273	west2373
kuma1276	nene1250
kuma1276	nucl1483
kuma1280	naga1404
kuma1280	nucl1618
kuma1280	yong1281
kumy1244	buin1246
kumy1244	khai1248
kumy1244	khas1271
kuna1268	aima1242
kuna1268	bark1246
kuna1268	bita1252
kuna1268	ilit1242
kuna1268	mard1244
kuna1268	soko1249
kuna1268	taka1265
kuna1268	tigr1252
kuna1268	tika1245
kung1261	akho1238
kuni1265	aewa1238
kuni1265	ingi1242
kuni1265	khoa1239
kuni1265	kuni1266
kuni1265	seng1283
kuni1265	wama1248
kuni1267	gaji1238
kuni1267	hate1239
kuni1267	here1255
kuni1267	karu1254
kuni1268	nago1243
kunj1245	ogha1238
kunj1245	oyka1239
kunj1245	ulku1238
kuny1238	nyaa1242
kupa1239	airm1240
kups1238	mbai1249
kups1238	sabi1247
kups1238	sorr1240
kura1250	barr1248
kura1250	mank1254
kura1250	mong1339
kura1250	neyy1238
kura1250	nien1238
kura1250	samb1317
kura1250	seng1279
kuri1259	bugu1247
kuri1259	buki1246
kuri1259	bwir1238
kuri1259	kiro1241
kuri1259	nyab1253
kuri1259	simb1253
kuri1259	swet1238
kuru1302	kisa1261
kuru1302	orao1238
kusa1250	ango1253
kusa1250	toen1238
kusa1251	kusa1253
kusa1251	njel1239
kuta1241	bihi1238
kuta1241	chak1267
kuta1241	rana1247
kute1248	fiky1238
kute1248	jenu1240
kute1248	kent1257
kute1248	kuna1266
kute1248	liss1238
kuyy1240	chan1308
kuyy1240	kuay1244
kuyy1240	kuya1247
kuyy1240	kuya1248
kuyy1240	kuym1241
kuyy1240	kuym1242
kuyy1240	nheu1239
kwaa1262	gyak1238
kwaa1262	nucl1372
kwaa1265	mbya1238
kwaa1265	nucl1412
kwad1244	zoro1243
kwaj1242	bitu1241
kwaj1242	kwaj1243
kwaj1242	ncha1238
kwaj1242	ndak1242
kwak1266	baki1242
kwak1266	bete1264
kwak1266	nucl1403
kwak1266	till1253
kwan1273	samb1310
kwan1276	nyan1310
kwan1276	nyan1311
kwan1276	nyas1242
kwan1278	apos1239
kwan1278	bong1290
kwan1278	tauu1239
kwan1278	wasa1246
kwan1285	aloa1239
kwan1285	gaya1250
kwan1285	kawa1287
kwan1285	mind1262
kwan1285	mobo1238
kwan1285	ngam1281
kwan1285	nucl1675
kwan1285	tcha1244
kwas1243	mabi1238
kwas1243	mvum1238
kwas1243	nucl1406
kway1241	ruri1238
kweg1241	mugu1242
kweg1241	yidi1251
kxoe1243	anii1247
kxoe1243	buga1248
kxoe1243	buma1245
kxoe1243	kxoe1244
kxoe1243	xokx1238
kxoe1243	xomk1238
laal1242	laab1237
laal1242	nucl1429
laar1238	ghaa1238
labu1249	labu1250
labu1249	lama1280
labu1249	mang1410
labu1249	suka1245
laca1243	laca1244
laca1243	naja1242
lach1248	lipu1241
lach1248	lipu1242
lada1244	lehh1238
lada1244	nubr1242
lada1244	sham1264
ladi1250	ampe1238
ladi1250	ates1238
ladi1250	badi1244
ladi1250	cado1235
ladi1250	fass1244
ladi1250	gard1241
ladi1250	livi1241
ladi1250	mare1258
ladi1250	none1236
ladi1251	haqu1237
ladi1251	jude1254
ladi1251	nucl1268
lafo1243	jebe1248
lafo1243	jebe1249
lafo1243	nucl1340
lagw1237	affa1240
lagw1237	logo1273
lagw1237	logo1274
lahu1253	lahu1254
lahu1253	naaa1244
lahu1253	nyii1239
lahu1253	sheh1238
laiy1246	bara1372
laiy1246	nucl1577
laka1254	bemo1238
laka1254	goul1238
laka1254	main1274
laka1254	mang1397
laka1254	paii1251
lakk1252	asht1245
lakk1252	kumu1246
lakk1252	vicx1238
lakk1252	vixl1238
lako1244	vata1239
lako1247	brul1239
lala1261	ebod1238
lala1261	lala1262
lala1261	roba1240
lala1264	ambo1248
lala1264	bisa1264
lala1264	lala1265
lala1264	luan1259
lala1264	swak1238
lala1264	wuli1243
lama1275	defa1249
lama1275	kadj1238
lama1275	kand1295
lama1277	baip1234
lama1277	bama1253
lama1277	east2807
lama1277	lewo1248
lama1277	lewo1249
lama1277	lewo1250
lama1277	lewo1251
lama1277	nucl1534
lama1277	tanj1250
lama1277	waib1246
lama1277	west2542
lama1277	west2543
lama1278	bela1261
lama1278	kawe1241
lama1278	lama1299
lama1278	lama1300
lama1278	leba1240
lama1278	merd1234
lama1278	mula1255
lama1278	sout3267
lama1278	wuak1234
lama1288	cent2190
lama1288	dlig1238
lama1288	dzub1245
lama1288	ghud1238
lama1288	gwoz1239
lama1288	hedk1239
lama1288	legh1238
lama1288	nort3048
lama1288	waga1267
lama1288	zala1251
lama1288	zala1252
lamb1269	andh1241
lamb1269	karn1250
lamb1269	maha1288
lamb1271	lima1247
lamb1271	nucl1384
lamb1276	cana1261
lamb1276	inca1238
lame1256	lowe1393
lame1256	uppe1404
lame1257	gura1253
lame1257	mbar1255
lame1257	ruhu1238
lamj1245	deng1251
lamj1245	lamj1246
lamj1245	tola1237
lamm1241	bian1250
lamm1241	kalo1261
lamm1241	tuba1277
lamo1244	iban1265
lamo1244	lomo1241
lamo1244	muse1238
lamo1244	pare1269
lamo1244	puli1237
lamp1242	jabu1248
lamp1242	kota1277
lamp1242	meng1269
lana1236	lobu1241
lana1236	ruma1251
land1256	tiap1238
lang1320	haub1238
lang1320	kolo1265
lang1320	kond1298
lang1320	mond1263
laoo1244	laok1241
laoo1244	laok1242
laoo1244	luan1257
laoo1244	paks1238
laoo1244	sava1243
laoo1244	vien1239
lari1253	bast1244
lari1253	bikh1237
lari1253	evaz1237
lari1253	gera1240
lari1253	khon1246
lari1253	nucl1274
lari1255	alla1249
lari1255	lari1256
lari1255	waka1277
laro1243	nucl1448
laro1243	tund1257
lati1261	late1252
lati1261	medi1250
lati1261	vulg1234
latv1249	east2282
latv1249	stan1325
latv1249	tami1283
laua1243	lauu1248
laua1243	vanu1243
lauj1238	ampi1237
lauu1247	daii1239
lauu1247	nucl1477
lauu1247	suaf1237
lava1239	kont1245
lava1239	lamu1255
lava1239	lava1240
lava1239	ugan1242
lave1249	pala1337
lawa1257	ajuh1237
lawa1257	bako1253
lawa1257	bant1290
lawa1257	banu1239
lawa1257	bawu1237
lawa1257	benu1246
lawa1257	kali1303
lawa1257	kara1490
lawa1257	lawa1258
lawa1257	lola1251
lawa1257	mant1269
lawa1257	njum1237
lawa1257	pasi1257
lawa1257	pura1256
lawa1257	puru1263
